id,type,chapter,section,question,choices,answer,explanation,tags,source_file,images,reference
qa-2624,qa,各論I 気道・肺疾患,各論I-4 アレルギー性疾患,健常者と喘息患者を鑑別するFeNOのカットオフ値は35ppbである。,{},×,"22ppbである。

【AI解説】
【結論】誤り（×）。健常者と喘息患者を鑑別するFeNOのカットオフ値は22 ppb（35 ppbではない）。","[""各論I"", ""アレルギー性疾患"", ""○×問題"", ""PDF転記""]",4 アレルギー性疾患.pdf,[],"{""title"": ""各論 I 気道・肺疾患"", ""page"": 70, ""image"": ""assets/reference_pages/k1_p070.webp"", ""viewer"": ""reference-viewer.html?doc=k1&page=70"", ""highlights"": [{""x"": 0.5028, ""y"": 0.1517, ""w"": 0.3933, ""h"": 0.0247}]}"
qa-2625,qa,各論I 気道・肺疾患,各論I-4 アレルギー性疾患,未治療時のFeNO高値は、ICSの有用性を予測する指標である。,{},○,"未治療時のFeNO高値はICSの有用性を予測する指標となる。

【AI解説】
【結論】正しい（○）。未治療時のFeNO高値はICSの有用性を予測する指標となる。","[""各論I"", ""アレルギー性疾患"", ""○×問題"", ""PDF転記""]",4 アレルギー性疾患.pdf,[],"{""title"": ""各論 I 気道・肺疾患"", ""page"": 68, ""image"": ""assets/reference_pages/k1_p068.webp"", ""viewer"": ""reference-viewer.html?doc=k1&page=68"", ""highlights"": [{""x"": 0.5028, ""y"": 0.1393, ""w"": 0.394, ""h"": 0.0198}]}"
qa-2626,qa,各論I 気道・肺疾患,各論I-4 アレルギー性疾患,治療下でFeNOが高値で症状が残存する場合は、アドヒアランスや吸入手技を再確認する。,{},○,"治療下でFeNOが高値で症状が残る場合はアドヒアランスや吸入手技を再確認する。

【AI解説】
【結論】正しい（○）。治療下でFeNOが高値で症状が残る場合はアドヒアランスや吸入手技を再確認する。","[""各論I"", ""アレルギー性疾患"", ""○×問題"", ""PDF転記""]",4 アレルギー性疾患.pdf,[],"{""title"": ""各論 I 気道・肺疾患"", ""page"": 72, ""image"": ""assets/reference_pages/k1_p072.webp"", ""viewer"": ""reference-viewer.html?doc=k1&page=72"", ""highlights"": [{""x"": 0.5035, ""y"": 0.8567, ""w"": 0.3961, ""h"": 0.0198}]}"
qa-2627,qa,各論I 気道・肺疾患,各論I-4 アレルギー性疾患,アレルギー性鼻炎ではFeNOが低下する。,{},×,"上昇する。

【AI解説】
【結論】誤り（×）。アレルギー性鼻炎ではFeNOが上昇する（低下ではない）。","[""各論I"", ""アレルギー性疾患"", ""○×問題"", ""PDF転記""]",4 アレルギー性疾患.pdf,[],"{""title"": ""各論 I 気道・肺疾患"", ""page"": 70, ""image"": ""assets/reference_pages/k1_p070.webp"", ""viewer"": ""reference-viewer.html?doc=k1&page=70"", ""highlights"": [{""x"": 0.5028, ""y"": 0.2619, ""w"": 0.3947, ""h"": 0.0183}]}"
qa-2628,qa,各論I 気道・肺疾患,各論I-4 アレルギー性疾患,治療前のFeNO低値例ではFeNOの経時的変化が抗炎症治療の効果の評価に有用であることが多い。,{},×,"FeNO低値例ではなくFeNO高値例で有用であることが多い。

【AI解説】
【結論】誤り（×）。FeNOの経時的変化が抗炎症治療の効果評価に有用なのはFeNO高値例（低値例ではない）。","[""各論I"", ""アレルギー性疾患"", ""○×問題"", ""PDF転記""]",4 アレルギー性疾患.pdf,[],"{""title"": ""各論 I 気道・肺疾患"", ""page"": 70, ""image"": ""assets/reference_pages/k1_p070.webp"", ""viewer"": ""reference-viewer.html?doc=k1&page=70"", ""highlights"": [{""x"": 0.5028, ""y"": 0.2619, ""w"": 0.3947, ""h"": 0.0183}]}"
qa-2629,qa,各論I 気道・肺疾患,各論I-4 アレルギー性疾患,FeNOは喘息の予後予測マーカーとして、増悪リスクと関連している。,{},×,"増悪リスクとの関連性は示されていない。

【AI解説】
【結論】誤り（×）。FeNOと喘息の増悪リスクとの関連性は示されていない（予後予測マーカーとして確立していない）。","[""各論I"", ""アレルギー性疾患"", ""○×問題"", ""PDF転記""]",4 アレルギー性疾患.pdf,[],"{""title"": ""各論 I 気道・肺疾患"", ""page"": 70, ""image"": ""assets/reference_pages/k1_p070.webp"", ""viewer"": ""reference-viewer.html?doc=k1&page=70"", ""highlights"": [{""x"": 0.5028, ""y"": 0.2619, ""w"": 0.3947, ""h"": 0.0183}]}"
qa-2630,qa,各論I 気道・肺疾患,各論I-4 アレルギー性疾患,ピークフロー(peak expiratory flow: PEF)は努力呼出時の最大呼気流量であり、気道閉塞を評価可能である。,{},○,"ピークフロー(PEF)は努力呼出時の最大呼気流量で、気道閉塞の評価に用いる。

【AI解説】
【結論】正しい（○）。ピークフロー（PEF）は努力呼出時の最大呼気流量で気道閉塞の評価に用いる。","[""各論I"", ""アレルギー性疾患"", ""○×問題"", ""PDF転記""]",4 アレルギー性疾患.pdf,[],"{""title"": ""各論 I 気道・肺疾患"", ""page"": 69, ""image"": ""assets/reference_pages/k1_p069.webp"", ""viewer"": ""reference-viewer.html?doc=k1&page=69"", ""highlights"": [{""x"": 0.5411, ""y"": 0.6467, ""w"": 0.394, ""h"": 0.0203}]}"
qa-2631,qa,各論I 気道・肺疾患,各論I-4 アレルギー性疾患,PEFは1秒量(FEV1)と相関しない。,{},×,"相関する。

【AI解説】
【結論】誤り（×）。PEFは1秒量（FEV1）と相関する（相関しないは誤り）。","[""各論I"", ""アレルギー性疾患"", ""○×問題"", ""PDF転記""]",4 アレルギー性疾患.pdf,[],"{""title"": ""各論 I 気道・肺疾患"", ""page"": 70, ""image"": ""assets/reference_pages/k1_p070.webp"", ""viewer"": ""reference-viewer.html?doc=k1&page=70""}"
qa-2632,qa,各論I 気道・肺疾患,各論I-4 アレルギー性疾患,PEFは喘息の診断に有用である。,{},○,"PEF値の日内変動が20%以上あれば喘息診断の目安になる。

【AI解説】
【結論】正しい（○）。PEF値の日内変動が20%以上あれば喘息診断の目安になる。","[""各論I"", ""アレルギー性疾患"", ""○×問題"", ""PDF転記""]",4 アレルギー性疾患.pdf,[],"{""title"": ""各論 I 気道・肺疾患"", ""page"": 68, ""image"": ""assets/reference_pages/k1_p068.webp"", ""viewer"": ""reference-viewer.html?doc=k1&page=68"", ""highlights"": [{""x"": 0.0662, ""y"": 0.2253, ""w"": 0.1506, ""h"": 0.0198}]}"
qa-2633,qa,各論I 気道・肺疾患,各論I-4 アレルギー性疾患,PEFメーターを用いて計画的な治療管理を行った場合に、一定の基準を満たす医療機関において喘息治療管理料を算定することができる。,{},○,"PEFメーターを用いた計画的治療管理では一定基準を満たせば喘息治療管理料を算定できる。

【AI解説】
【結論】正しい（○）。PEFメーターを用いた計画的治療管理では一定基準を満たせば喘息治療管理料を算定できる。","[""各論I"", ""アレルギー性疾患"", ""○×問題"", ""PDF転記""]",4 アレルギー性疾患.pdf,[],"{""title"": ""各論 I 気道・肺疾患"", ""page"": 69, ""image"": ""assets/reference_pages/k1_p069.webp"", ""viewer"": ""reference-viewer.html?doc=k1&page=69"", ""highlights"": [{""x"": 0.5411, ""y"": 0.6467, ""w"": 0.394, ""h"": 0.0203}]}"
qa-2634,qa,各論I 気道・肺疾患,各論I-4 アレルギー性疾患,気道過敏性および気道可逆性の存在は喘息診断の目安となる。,{},○,"気道過敏性および気道可逆性の存在は喘息診断の目安となる。

【AI解説】
【結論】正しい（○）。気道過敏性および気道可逆性の存在は喘息診断の目安となる。","[""各論I"", ""アレルギー性疾患"", ""○×問題"", ""PDF転記""]",4 アレルギー性疾患.pdf,[],"{""title"": ""各論 I 気道・肺疾患"", ""page"": 68, ""image"": ""assets/reference_pages/k1_p068.webp"", ""viewer"": ""reference-viewer.html?doc=k1&page=68"", ""highlights"": [{""x"": 0.0662, ""y"": 0.2253, ""w"": 0.1506, ""h"": 0.0198}]}"
qa-2635,qa,各論I 気道・肺疾患,各論I-4 アレルギー性疾患,気道可逆性の評価にはSABA吸入前後のFEV1が12%以上かつ200mL以上改善した場合に気道可逆性の存在を疑う。,{},○,"SABA吸入前後でFEV1が12%以上かつ200mL以上改善すれば気道可逆性ありと判断する。

【AI解説】
【結論】正しい（○）。SABA吸入前後でFEV1が12%以上かつ200 mL以上改善すれば気道可逆性ありと判断する。","[""各論I"", ""アレルギー性疾患"", ""○×問題"", ""PDF転記""]",4 アレルギー性疾患.pdf,[],"{""title"": ""各論 I 気道・肺疾患"", ""page"": 69, ""image"": ""assets/reference_pages/k1_p069.webp"", ""viewer"": ""reference-viewer.html?doc=k1&page=69"", ""highlights"": [{""x"": 0.5579, ""y"": 0.7703, ""w"": 0.3773, ""h"": 0.0193}]}"
qa-2636,qa,各論I 気道・肺疾患,各論I-4 アレルギー性疾患,気道過敏性の評価は、気管支収縮薬を低濃度から少しずつ濃度を上げて複数回吸入し、気道収縮を評価する。,{},○,"気道過敏性検査は気管支収縮薬を低濃度から漸増吸入し気道収縮を評価する。

【AI解説】
【結論】正しい（○）。気道過敏性検査は気管支収縮薬を低濃度から漸増吸入し気道収縮を評価する。","[""各論I"", ""アレルギー性疾患"", ""○×問題"", ""PDF転記""]",4 アレルギー性疾患.pdf,[],"{""title"": ""各論 I 気道・肺疾患"", ""page"": 70, ""image"": ""assets/reference_pages/k1_p070.webp"", ""viewer"": ""reference-viewer.html?doc=k1&page=70"", ""highlights"": [{""x"": 0.0662, ""y"": 0.3142, ""w"": 0.3933, ""h"": 0.0198}]}"
qa-2637,qa,各論I 気道・肺疾患,各論I-4 アレルギー性疾患,気道過敏性検査では、サルブタモールを低濃度から吸入させ、FEV1が吸入前と比較して20%以上低下した場合に陽性と判断される。,{},×,"サルブタモールではなくメタコリンを低濃度から吸入させる。

【AI解説】
【結論】誤り（×）。気道過敏性検査で低濃度から吸入させるのはメタコリン（サルブタモールではない）。FEV1が20%以上低下で陽性。","[""各論I"", ""アレルギー性疾患"", ""○×問題"", ""PDF転記""]",4 アレルギー性疾患.pdf,[],"{""title"": ""各論 I 気道・肺疾患"", ""page"": 70, ""image"": ""assets/reference_pages/k1_p070.webp"", ""viewer"": ""reference-viewer.html?doc=k1&page=70"", ""highlights"": [{""x"": 0.0662, ""y"": 0.3142, ""w"": 0.3933, ""h"": 0.0198}]}"
qa-2638,qa,各論I 気道・肺疾患,各論I-4 アレルギー性疾患,β2刺激薬は気道可逆性検査前に中止することが望ましい。,{},○,"気道可逆性検査の前にはβ2刺激薬を中止することが望ましい。

【AI解説】
【結論】正しい（○）。気道可逆性検査の前にはβ2刺激薬を中止することが望ましい。","[""各論I"", ""アレルギー性疾患"", ""○×問題"", ""PDF転記""]",4 アレルギー性疾患.pdf,[],"{""title"": ""各論 I 気道・肺疾患"", ""page"": 69, ""image"": ""assets/reference_pages/k1_p069.webp"", ""viewer"": ""reference-viewer.html?doc=k1&page=69"", ""highlights"": [{""x"": 0.1025, ""y"": 0.6818, ""w"": 0.1674, ""h"": 0.0193}]}"
qa-2639,qa,各論I 気道・肺疾患,各論I-4 アレルギー性疾患,喘息コントロールの評価としてACT(Asthma Control Test)などの質問票がある。,{},○,"喘息コントロールの評価にはACT(Asthma Control Test)などの質問票を用いる。

【AI解説】
【結論】正しい（○）。喘息コントロールの評価にはACT（Asthma Control Test）などの質問票を用いる。","[""各論I"", ""アレルギー性疾患"", ""○×問題"", ""PDF転記""]",4 アレルギー性疾患.pdf,[],"{""title"": ""各論 I 気道・肺疾患"", ""page"": 72, ""image"": ""assets/reference_pages/k1_p072.webp"", ""viewer"": ""reference-viewer.html?doc=k1&page=72"", ""highlights"": [{""x"": 0.1709, ""y"": 0.0677, ""w"": 0.242, ""h"": 0.0212}]}"
qa-2640,qa,各論I 気道・肺疾患,各論I-4 アレルギー性疾患,喘息コントロールの質問票は、12歳以上ではC-ACT、4〜11歳ではACTを使用する。,{},×,"12歳以上ではACT、4〜11歳ではC(childhood)-ACTを使用する。

【AI解説】
【結論】誤り（×）。12歳以上はACT、4〜11歳はC（childhood）-ACTを使用する（逆ではない）。","[""各論I"", ""アレルギー性疾患"", ""○×問題"", ""PDF転記""]",4 アレルギー性疾患.pdf,[],"{""title"": ""各論 I 気道・肺疾患"", ""page"": 72, ""image"": ""assets/reference_pages/k1_p072.webp"", ""viewer"": ""reference-viewer.html?doc=k1&page=72"", ""highlights"": [{""x"": 0.1709, ""y"": 0.0677, ""w"": 0.242, ""h"": 0.0212}]}"
qa-2641,qa,各論I 気道・肺疾患,各論I-4 アレルギー性疾患,ACTスコアは100点満点である。,{},×,"25点満点である。

【AI解説】
【結論】誤り（×）。ACTスコアは25点満点（100点満点ではない）。","[""各論I"", ""アレルギー性疾患"", ""○×問題"", ""PDF転記""]",4 アレルギー性疾患.pdf,[],"{""title"": ""各論 I 気道・肺疾患"", ""page"": 70, ""image"": ""assets/reference_pages/k1_p070.webp"", ""viewer"": ""reference-viewer.html?doc=k1&page=70""}"
qa-2642,qa,各論I 気道・肺疾患,各論I-4 アレルギー性疾患,ACTは低い点数の方がコントロールが良好と判断される。,{},×,"高い点数の方がコントロールが良好である。

【AI解説】
【結論】誤り（×）。ACTは高い点数の方がコントロール良好（低い点数ではない）。","[""各論I"", ""アレルギー性疾患"", ""○×問題"", ""PDF転記""]",4 アレルギー性疾患.pdf,[],"{""title"": ""各論 I 気道・肺疾患"", ""page"": 72, ""image"": ""assets/reference_pages/k1_p072.webp"", ""viewer"": ""reference-viewer.html?doc=k1&page=72"", ""highlights"": [{""x"": 0.5056, ""y"": 0.4195, ""w"": 0.3912, ""h"": 0.0198}]}"
qa-2643,qa,各論I 気道・肺疾患,各論I-4 アレルギー性疾患,ACTスコアのMCID(minimal clinically important difference)は5点であり、治療介入により5点以上増加した場合には臨床的に有効と判断する。,{},×,"MCIDは3点である。

【AI解説】
【結論】誤り（×）。ACTスコアのMCID（最小臨床的重要差）は3点（5点ではない）。","[""各論I"", ""アレルギー性疾患"", ""○×問題"", ""PDF転記""]",4 アレルギー性疾患.pdf,[],"{""title"": ""各論 I 気道・肺疾患"", ""page"": 70, ""image"": ""assets/reference_pages/k1_p070.webp"", ""viewer"": ""reference-viewer.html?doc=k1&page=70"", ""highlights"": [{""x"": 0.5035, ""y"": 0.7712, ""w"": 0.3933, ""h"": 0.0128}]}"
qa-2644,qa,各論I 気道・肺疾患,各論I-4 アレルギー性疾患,ACTは%FEV1やFeNOと相関する。,{},○,"ACTは%FEV1やFeNOと相関する。

【AI解説】
【結論】正しい（○）。ACTは%FEV1やFeNOと相関する。","[""各論I"", ""アレルギー性疾患"", ""○×問題"", ""PDF転記""]",4 アレルギー性疾患.pdf,[],"{""title"": ""各論 I 気道・肺疾患"", ""page"": 70, ""image"": ""assets/reference_pages/k1_p070.webp"", ""viewer"": ""reference-viewer.html?doc=k1&page=70"", ""highlights"": [{""x"": 0.5028, ""y"": 0.0998, ""w"": 0.3933, ""h"": 0.0247}]}"
qa-2645,qa,各論I 気道・肺疾患,各論I-4 アレルギー性疾患,環境因子への曝露は喘息が増悪する誘因となる。,{},○,"環境因子(アレルゲン・大気汚染等)への曝露は喘息増悪の誘因となる。

【AI解説】
【結論】正しい（○）。環境因子（アレルゲン・大気汚染等）への曝露は喘息増悪の誘因となる。","[""各論I"", ""アレルギー性疾患"", ""○×問題"", ""PDF転記""]",4 アレルギー性疾患.pdf,[],"{""title"": ""各論 I 気道・肺疾患"", ""page"": 70, ""image"": ""assets/reference_pages/k1_p070.webp"", ""viewer"": ""reference-viewer.html?doc=k1&page=70"", ""highlights"": [{""x"": 0.0662, ""y"": 0.2441, ""w"": 0.3821, ""h"": 0.0193}]}"
qa-2646,qa,各論I 気道・肺疾患,各論I-4 アレルギー性疾患,喘息の治療目標は喘息症状をなくすことである。,{},○,"喘息の治療目標は症状をなくし、増悪・呼吸機能低下を防ぐことである。

【AI解説】
【結論】正しい（○）。喘息の治療目標は症状をなくし、増悪・呼吸機能低下を防ぐこと。","[""各論I"", ""アレルギー性疾患"", ""○×問題"", ""PDF転記""]",4 アレルギー性疾患.pdf,[],"{""title"": ""各論 I 気道・肺疾患"", ""page"": 70, ""image"": ""assets/reference_pages/k1_p070.webp"", ""viewer"": ""reference-viewer.html?doc=k1&page=70"", ""highlights"": [{""x"": 0.5195, ""y"": 0.6818, ""w"": 0.3801, ""h"": 0.0203}]}"
qa-2647,qa,各論I 気道・肺疾患,各論I-4 アレルギー性疾患,喘息の治療は低用量吸入ステロイド(ICS)から開始する。,{},×,"中用量のICS/LABAから開始する。

【AI解説】
【結論】誤り（×）。喘息の治療は中用量のICS/LABAから開始する（低用量ICS単剤からではない）。","[""各論I"", ""アレルギー性疾患"", ""○×問題"", ""PDF転記""]",4 アレルギー性疾患.pdf,[],"{""title"": ""各論 I 気道・肺疾患"", ""page"": 72, ""image"": ""assets/reference_pages/k1_p072.webp"", ""viewer"": ""reference-viewer.html?doc=k1&page=72"", ""highlights"": [{""x"": 0.0662, ""y"": 0.6294, ""w"": 0.3849, ""h"": 0.0178}]}"
qa-2648,qa,各論I 気道・肺疾患,各論I-4 アレルギー性疾患,経過観察を行わず治療薬の減量を行うべきではない。,{},○,"喘息では経過観察を行わずに治療薬を減量すべきではない。

【AI解説】
【結論】正しい（○）。喘息では経過観察を行わずに治療薬を減量すべきではない。","[""各論I"", ""アレルギー性疾患"", ""○×問題"", ""PDF転記""]",4 アレルギー性疾患.pdf,[],"{""title"": ""各論 I 気道・肺疾患"", ""page"": 72, ""image"": ""assets/reference_pages/k1_p072.webp"", ""viewer"": ""reference-viewer.html?doc=k1&page=72""}"
qa-2649,qa,各論I 気道・肺疾患,各論I-4 アレルギー性疾患,喘息重症者には経口ステロイド治療が望ましい。,{},×,"可能な限り全身ステロイドは使用しない。

【AI解説】
【結論】誤り（×）。重症喘息でも可能な限り全身ステロイドは使用しない（経口ステロイドが望ましいは誤り）。","[""各論I"", ""アレルギー性疾患"", ""○×問題"", ""PDF転記""]",4 アレルギー性疾患.pdf,[],"{""title"": ""各論 I 気道・肺疾患"", ""page"": 72, ""image"": ""assets/reference_pages/k1_p072.webp"", ""viewer"": ""reference-viewer.html?doc=k1&page=72"", ""highlights"": [{""x"": 0.5195, ""y"": 0.6294, ""w"": 0.378, ""h"": 0.0198}]}"
qa-2650,qa,各論I 気道・肺疾患,各論I-4 アレルギー性疾患,重症喘息者では、末梢血好酸球数やFeNOを確認する。,{},○,"重症喘息では末梢血好酸球数やFeNO(2型炎症マーカー)を確認する。

【AI解説】
【結論】正しい（○）。重症喘息では末梢血好酸球数やFeNO（2型炎症マーカー）を確認する。","[""各論I"", ""アレルギー性疾患"", ""○×問題"", ""PDF転記""]",4 アレルギー性疾患.pdf,[],"{""title"": ""各論 I 気道・肺疾患"", ""page"": 70, ""image"": ""assets/reference_pages/k1_p070.webp"", ""viewer"": ""reference-viewer.html?doc=k1&page=70"", ""highlights"": [{""x"": 0.0669, ""y"": 0.6996, ""w"": 0.3933, ""h"": 0.0203}]}"
qa-2651,qa,各論I 気道・肺疾患,各論I-4 アレルギー性疾患,ACTが少なくとも20点以上を維持している状態は、喘息が良好にコントロールされている指標である。,{},○,"ACTが20点以上を維持していれば喘息が良好にコントロールされている指標となる。

【AI解説】
【結論】正しい（○）。ACTが20点以上を維持していれば喘息が良好にコントロールされている指標となる。","[""各論I"", ""アレルギー性疾患"", ""○×問題"", ""PDF転記""]",4 アレルギー性疾患.pdf,[],"{""title"": ""各論 I 気道・肺疾患"", ""page"": 72, ""image"": ""assets/reference_pages/k1_p072.webp"", ""viewer"": ""reference-viewer.html?doc=k1&page=72"", ""highlights"": [{""x"": 0.1709, ""y"": 0.0677, ""w"": 0.242, ""h"": 0.0212}]}"
qa-2652,qa,各論I 気道・肺疾患,各論I-4 アレルギー性疾患,pMDI製剤(ミストタイプ)は噴射と吸入のタイミング(同調)が理解できる場合に適している。,{},○,"pMDI製剤(ミストタイプ)は噴射と吸入の同調が理解できる場合に適している。

【AI解説】
【結論】正しい（○）。pMDI製剤（ミストタイプ）は噴射と吸入の同調が理解できる場合に適する。","[""各論I"", ""アレルギー性疾患"", ""○×問題"", ""PDF転記""]",4 アレルギー性疾患.pdf,[],"{""title"": ""各論 I 気道・肺疾患"", ""page"": 72, ""image"": ""assets/reference_pages/k1_p072.webp"", ""viewer"": ""reference-viewer.html?doc=k1&page=72""}"
qa-2653,qa,各論I 気道・肺疾患,各論I-4 アレルギー性疾患,DPI製剤(ドライパウダー)は同調を必要としないが、吸気流速が必要である。,{},○,"DPI製剤(ドライパウダー)は同調不要だが、十分な吸気流速が必要である。

【AI解説】
【結論】正しい（○）。DPI製剤（ドライパウダー）は同調不要だが十分な吸気流速が必要。","[""各論I"", ""アレルギー性疾患"", ""○×問題"", ""PDF転記""]",4 アレルギー性疾患.pdf,[],"{""title"": ""各論 I 気道・肺疾患"", ""page"": 72, ""image"": ""assets/reference_pages/k1_p072.webp"", ""viewer"": ""reference-viewer.html?doc=k1&page=72"", ""highlights"": [{""x"": 0.0697, ""y"": 0.3967, ""w"": 0.3815, ""h"": 0.0252}]}"
qa-2654,qa,各論I 気道・肺疾患,各論I-4 アレルギー性疾患,DPI製剤はアルコール臭がするためアルコール過敏症には使用できない。,{},×,"一部のpMDI製剤でアルコール臭が問題となる。

【AI解説】
【結論】誤り（×）。アルコール臭が問題となるのは一部のpMDI製剤（DPIではない）。","[""各論I"", ""アレルギー性疾患"", ""○×問題"", ""PDF転記""]",4 アレルギー性疾患.pdf,[],"{""title"": ""各論 I 気道・肺疾患"", ""page"": 72, ""image"": ""assets/reference_pages/k1_p072.webp"", ""viewer"": ""reference-viewer.html?doc=k1&page=72"", ""highlights"": [{""x"": 0.0662, ""y"": 0.7115, ""w"": 0.3968, ""h"": 0.0252}]}"
qa-2655,qa,各論I 気道・肺疾患,各論I-4 アレルギー性疾患,吸入製剤では、吸入後に口からデバイスを外して約5秒間息止めをすることを勧める。,{},○,"吸入後は口からデバイスを外して約5秒間息止めをするよう勧める。

【AI解説】
【結論】正しい（○）。吸入後は口からデバイスを外して約5秒間息止めをするよう勧める。","[""各論I"", ""アレルギー性疾患"", ""○×問題"", ""PDF転記""]",4 アレルギー性疾患.pdf,[],"{""title"": ""各論 I 気道・肺疾患"", ""page"": 72, ""image"": ""assets/reference_pages/k1_p072.webp"", ""viewer"": ""reference-viewer.html?doc=k1&page=72""}"
qa-2656,qa,各論I 気道・肺疾患,各論I-4 アレルギー性疾患,ICS使用後にうがいをするよう勧める。,{},○,"ICS使用後は口腔カンジダ・嗄声予防のためうがいを勧める。

【AI解説】
【結論】正しい（○）。ICS使用後は口腔カンジダ・嗄声予防のためうがいを勧める。","[""各論I"", ""アレルギー性疾患"", ""○×問題"", ""PDF転記""]",4 アレルギー性疾患.pdf,[],"{""title"": ""各論 I 気道・肺疾患"", ""page"": 72, ""image"": ""assets/reference_pages/k1_p072.webp"", ""viewer"": ""reference-viewer.html?doc=k1&page=72""}"
qa-2657,qa,各論I 気道・肺疾患,各論I-4 アレルギー性疾患,吸入時には舌を下げ喉の奥を広げて薬の通り道を広く保つ「へー」を発音するような舌の位置を勧める。,{},×,"「ホー」と発声するときの舌の形で吸入することで喉の奥が広がるため勧められている。

【AI解説】
【結論】誤り（×）。喉の奥を広げるには「ホー」と発声するときの舌の形で吸入する（「へー」ではない）。","[""各論I"", ""アレルギー性疾患"", ""○×問題"", ""PDF転記""]",4 アレルギー性疾患.pdf,[],"{""title"": ""各論 I 気道・肺疾患"", ""page"": 70, ""image"": ""assets/reference_pages/k1_p070.webp"", ""viewer"": ""reference-viewer.html?doc=k1&page=70"", ""highlights"": [{""x"": 0.5042, ""y"": 0.7169, ""w"": 0.3961, ""h"": 0.0203}]}"
qa-2658,qa,各論I 気道・肺疾患,各論I-4 アレルギー性疾患,重症喘息で全身ステロイド療法を1年に2回以上必要とする症例では、生物学的製剤の使用を検討する。,{},○,"全身ステロイドを年2回以上要する重症喘息では生物学的製剤の使用を検討する。

【AI解説】
【結論】正しい（○）。全身ステロイドを年2回以上要する重症喘息では生物学的製剤の使用を検討する。","[""各論I"", ""アレルギー性疾患"", ""○×問題"", ""PDF転記""]",4 アレルギー性疾患.pdf,[],"{""title"": ""各論 I 気道・肺疾患"", ""page"": 70, ""image"": ""assets/reference_pages/k1_p070.webp"", ""viewer"": ""reference-viewer.html?doc=k1&page=70"", ""highlights"": [{""x"": 0.5035, ""y"": 0.7712, ""w"": 0.3933, ""h"": 0.0128}]}"
qa-2659,qa,各論I 気道・肺疾患,各論I-4 アレルギー性疾患,日本では、重症喘息に対して3種類の生物学的製剤が使用可能である。,{},×,"教科書では重症喘息に使用可能な生物学的製剤は5種類とされている（3種類ではない）。

【AI解説】
【結論】誤り（×）。教科書の表1「生物学的製剤の概要」には、omalizumab（抗IgE抗体）、mepolizumab（抗IL-5抗体）、benralizumab（抗IL-5受容体α鎖抗体）、dupilumab（抗IL-4受容体α鎖抗体＝抗IL-4/13受容体抗体）、tezepelumab（抗TSLP抗体）の5種類が挙げられている。
【それぞれの作用機序】omalizumabは遊離IgEに結合してマスト細胞・好塩基球へのIgE結合を阻害する。mepolizumabはIL-5に結合して好酸球の分化・成熟・生存を抑制する。benralizumabはIL-5受容体α鎖に結合し、ADCCにより好酸球・好塩基球のアポトーシスを誘導するため血中好酸球数が著明に減少する。dupilumabはIL-4受容体α鎖を介してIL-4/IL-13シグナルを阻害する。tezepelumabは上皮細胞由来サイトカインであるTSLPを標的とし、2型炎症の上流を抑えるため好酸球数やFeNOが低い症例にも効果が期待できる。
【使い分けの目安】omalizumabは通年性吸入抗原に対する特異的IgE陽性で血清総IgE値が30〜1,500 IU/mLの症例が適応となる。mepolizumabやbenralizumabは末梢血好酸球数が高いほど増悪抑制効果・呼吸機能改善効果が大きいとされる。高用量ICS/LABAなどでコントロール不良の難治性喘息（治療ステップ4相当）で生物学的製剤の追加を検討し、全身ステロイド療法を年に2回以上必要とする症例も使用を考慮する。
【出典】呼吸器内科専門医テキスト第3版　総論V「薬物療法（生物学的製剤）」p172〜173 表1、各論I-4「アレルギー性疾患（気管支喘息）」p332〜335。","[""各論I"", ""アレルギー性疾患"", ""○×問題"", ""PDF転記""]",4 アレルギー性疾患.pdf,[],"{""title"": ""各論 I 気道・肺疾患"", ""page"": 72, ""image"": ""assets/reference_pages/k1_p072.webp"", ""viewer"": ""reference-viewer.html?doc=k1&page=72"", ""highlights"": [{""x"": 0.0683, ""y"": 0.9046, ""w"": 0.3898, ""h"": 0.0252}]}"
qa-2660,qa,各論I 気道・肺疾患,各論I-4 アレルギー性疾患,重症喘息に対する生物学的製剤はすべての年齢層に適応がある。,{},×,"各種薬剤で適応年齢が異なる。

【AI解説】
【結論】誤り（×）。重症喘息の生物学的製剤は各薬剤で適応年齢が異なる（すべての年齢層ではない）。","[""各論I"", ""アレルギー性疾患"", ""○×問題"", ""PDF転記""]",4 アレルギー性疾患.pdf,[],"{""title"": ""各論 I 気道・肺疾患"", ""page"": 72, ""image"": ""assets/reference_pages/k1_p072.webp"", ""viewer"": ""reference-viewer.html?doc=k1&page=72"", ""highlights"": [{""x"": 0.5056, ""y"": 0.4195, ""w"": 0.3912, ""h"": 0.0198}]}"
